device_id,ref_type_id,source_id,pred_KNN,pred_RF
1070673984959261173,1,0,81805.96690454494,83109.41067712914
1071701264087131067,1,1,82077.4878561449,79298.49245177922
1076086792264173440,1,1,82350.85121738275,79298.49245177922
1078063581723896055,1,1,81503.29714134226,79298.49245177922
1078643268919016184,7,3,81295.71010362206,82621.70099012747
1080074517463091765,1,6,80923.15702421937,92644.6648703065
108091152851614035,7,1,81704.94439191397,79298.49245177922
1082062519835461489,1,1,81483.4875611729,79298.49245177922
1083324672128707147,7,0,81655.3106406121,83109.41067712914
1084673948755476350,1,1,81527.10416868987,79298.49245177922
108675559753870541,1,4,81760.01921781446,94148.99835688827
1090348823218637154,1,0,81340.14215606877,83109.41067712914
1091213713572176533,1,3,81779.88641879582,82621.70099012747
1092578651697005865,7,0,81465.21171150696,83109.41067712914
109389620877102250,7,0,82144.64434276265,83109.41067712914
1095130837096278807,1,1,82285.28014737171,79298.49245177922
1097690588650818183,1,1,82185.27590575659,79298.49245177922
1098333517628887771,1,1,82425.40531014361,79298.49245177922
1098698655660153317,1,1,82281.52038637454,79298.49245177922
1100694657931150169,1,1,81944.8959263454,79298.49245177922
1102680423242413676,1,1,81462.44003586986,79298.49245177922
1106971792117053344,1,1,81181.12511549736,79298.49245177922
1108571703275362862,1,7,80480.53172462141,69434.74600795352
1109716870153151001,7,1,81176.87303982784,79298.49245177922
1110652558277138855,1,0,81498.20605612455,83109.41067712914
1111065470587874091,1,7,81827.89138295472,69434.74600795352
111177788438165194,1,1,82366.21670469978,79298.49245177922
1113913537041480485,1,1,81436.9014443925,79298.49245177922
1114026657194419748,1,0,81436.9014443925,83109.41067712914
1114323564105303141,7,1,80979.64180239696,79298.49245177922
1114508230319864946,1,1,80849.41978921194,79298.49245177922
1115138041376043539,1,3,80987.37754514856,82621.70099012747
1117590669569321964,1,8,80960.40622394175,92193.07473980954
1117811498061299916,1,1,81423.41959466506,79298.49245177922
1118296407046663101,7,1,81478.27627147568,79298.49245177922
1119031235556320896,1,1,81787.72930254239,79298.49245177922
11222455493472018,1,1,80940.94033389047,79298.49245177922
1123499146680162742,7,1,82510.97684952804,79298.49245177922
1126070781577415060,1,2,83271.21583244982,88099.52764773664
1126877271043713659,7,4,82606.7706392838,96670.42493645004
1128648311587971120,1,3,81939.34434724059,82621.70099012747
1128814228344083814,1,0,81758.05108373464,83109.41067712914
1129766292147277557,1,0,82083.21904900178,83109.41067712914
1131546864431701911,1,1,82028.8721729294,79298.49245177922
1136031752303953778,1,1,81532.11661869714,79298.49245177922
1136471390576544145,7,1,81013.58013566321,79298.49245177922
1137626983589975828,1,1,81875.66591206471,79298.49245177922
1145009605155104884,1,3,81995.7905042527,82621.70099012747
1149958127364605785,1,0,82286.17503908441,83109.41067712914
1151346651469575337,1,7,81719.72772886172,69434.74600795352
1153540947733791830,1,7,81047.0263042965,69434.74600795352
1156275031468463136,1,7,81136.18071571621,69434.74600795352
1156694545460335017,1,1,81696.73234342798,79298.49245177922
115885348859837276,1,0,80874.78170308421,83109.41067712914
1159207938497285892,1,8,82860.37042974145,92193.07473980954
1160971248791325717,1,1,82120.25857224026,79298.49245177922
1161843904632575594,1,0,81741.38979421358,83109.41067712914
1167633864786053186,1,1,81750.08710433092,79298.49245177922
1168157541031578455,1,7,81516.82930832275,69434.74600795352
1170926351229275807,1,1,80880.58383664413,79298.49245177922
1175385689997483703,7,1,82212.77801801205,79298.49245177922
1175791667336060650,1,1,81420.49188772526,79298.49245177922
1176502947759067386,1,6,81814.62627132777,92644.6648703065
1176818370378839086,7,0,81735.43097960447,83109.41067712914
1179211379479512284,7,4,82343.0484407772,96670.42493645004
1186516249413150404,1,0,81868.43641296228,83109.41067712914
1187615102176685882,1,0,81303.49585065931,83109.41067712914
1187995611677437206,1,1,81327.29547578633,79298.49245177922
1190424870217036395,1,1,82323.48914677749,79298.49245177922
1191960282997642823,1,0,82351.413187279,83109.41067712914
1194162776830151855,7,4,81660.33673446451,96670.42493645004
1199641757841499367,1,1,82359.4567624946,79298.49245177922
1200899806989014770,1,0,81554.34433425136,83109.41067712914
1204574205636847942,1,1,80518.26563509465,79298.49245177922
1205014055416064598,1,1,80461.59587929567,79298.49245177922
1206234638304930993,7,1,81079.40735821352,79298.49245177922
1207737003178589247,1,7,81341.87846881492,69434.74600795352
1209201922567589129,1,1,80565.9355787683,79298.49245177922
1209266135065312559,1,0,80983.0076543751,83109.41067712914
1209684448831341752,1,1,80670.55058655312,79298.49245177922
1216484723925399897,1,0,81555.41866827667,83109.41067712914
1216551715294982491,1,1,81826.88443214649,79298.49245177922
122031620643150233,7,1,81616.17844241335,79298.49245177922
1225293060838887434,1,1,81966.70631325601,79298.49245177922
1227457012435462438,1,1,80477.70769675157,79298.49245177922
1229609562842818924,1,1,80463.9069248306,79298.49245177922
1231413972006880331,1,6,81973.89795502232,92644.6648703065
1232605060713570544,7,0,82118.8300859888,83109.41067712914
1233658583417535945,1,7,82010.47011336735,69434.74600795352
1234527712464722201,1,1,82037.73351088075,79298.49245177922
1236618452781354742,1,1,83266.44105959382,79298.49245177922
123979484119113285,1,1,81537.24184427992,79298.49245177922
1248297595627780685,1,0,81061.12861361331,83109.41067712914
125102898244387791,1,7,81439.56983836197,69434.74600795352
1251678112439909237,1,3,81801.98480731575,82621.70099012747
1251711610192393941,1,0,81839.97786015757,83109.41067712914
1252375118134913744,1,1,82558.76276588703,79298.49245177922
1253893505327217043,1,8,81957.23979754202,92193.07473980954
1257211796115020351,1,4,82034.25114587902,96670.42493645004
1260244248473048882,1,1,81408.01002471737,79298.49245177922
1264022936299507076,7,0,82029.52370615728,83109.41067712914
1265362887592424102,1,4,82227.75314806946,96670.42493645004
126760379585103536,1,1,81357.79209241219,79298.49245177922
1268668663105484535,1,4,81478.36468487985,96670.42493645004
1268988768599406958,7,1,81454.41659613552,79298.49245177922
1269617022810318893,1,0,81139.13126873322,83109.41067712914
12710129175666777,1,1,80607.34903462637,79298.49245177922
127181479361225903,1,1,81544.35123283039,79298.49245177922
1280782500667332514,1,0,82108.20395077333,83109.41067712914
1281391375697256626,1,8,82119.18943983813,92193.07473980954
1281554246271544540,1,1,82259.09385606849,79298.49245177922
1283079572748604544,1,1,82136.65521999619,79298.49245177922
1284329121151747079,1,0,82173.96411735349,83109.41067712914
1286394024293955508,7,0,82839.6686519494,83109.41067712914
12880076216702587,7,0,80495.67631051032,83109.41067712914
1289461437081782083,7,0,81727.72892454469,83109.41067712914
1293570292730365189,7,3,82579.71575144127,82621.70099012747
1293698919678093585,1,1,82686.71711283606,79298.49245177922
1295673566983281594,7,2,82480.57334993049,88099.52764773664
12977391562678610,1,0,80617.57465933486,83109.41067712914
1299921942054010422,1,3,81361.18925936187,82621.70099012747
130079406502638965,1,1,81990.82728689516,79298.49245177922
1301976825595357150,1,1,81319.19047851958,79298.49245177922
1302737911806151146,1,1,81235.96736816381,79298.49245177922
1307116007931231623,1,8,80327.72975039708,92193.07473980954
1310258515916187559,1,2,80594.25122538139,88099.52764773664
1311716395227719150,1,1,80571.91635398187,79298.49245177922
1311884661988038994,7,1,80616.9177126212,79298.49245177922
1313615473299479354,1,7,81639.10188771493,69434.74600795352
1313764485732247479,1,7,81870.87830025303,69434.74600795352
1315792885380883436,7,0,81823.55883432862,83109.41067712914
1319359126470626650,1,1,81914.28329876233,79298.49245177922
1319530529617838683,1,0,81567.69671624782,83109.41067712914
1319647639949654011,1,1,81353.50743094091,79298.49245177922
1320285155686563936,1,1,81211.18591871343,79298.49245177922
1320698541748474698,7,0,80562.120473375,83109.41067712914
1321931638565151894,1,2,81283.31358376077,88099.52764773664
1325299270880328289,1,7,81395.98676825454,69434.74600795352
1327834472616354686,1,1,81400.95412780109,79298.49245177922
1328371665987429740,1,3,81796.40683360472,82621.70099012747
1334979714748379384,7,1,81863.58345127634,79298.49245177922
1337817839840024265,1,1,80974.35912028901,79298.49245177922
133862296273929010,1,3,81337.21752568135,82621.70099012747
1339357409349811507,1,7,80975.09802278124,69434.74600795352
1340306399366036773,1,3,81157.3363192122,82621.70099012747
134252899899870481,1,7,81322.0746217457,69434.74600795352
1343304896887941153,7,0,81175.77168462792,83109.41067712914
1343610696446705241,1,7,81066.71200859998,69434.74600795352
1343846973671863229,7,1,81461.94471962351,79298.49245177922
1344094560572816090,7,0,81793.87490271502,83109.41067712914
1346626463765194606,1,6,81904.29978008535,92644.6648703065
1352341197795597622,1,0,82400.7379241577,83109.41067712914
135238190226173630,1,4,81676.79771975602,94148.99835688827
1353263670976574129,7,1,82781.94873478847,79298.49245177922
13538278622181869,1,1,80960.0143199098,79298.49245177922
1357410736932166810,1,1,82367.7092184862,79298.49245177922
1358413347723403971,1,3,81396.35796148895,82621.70099012747
1362414875645754903,1,1,83325.28539625384,79298.49245177922
1363698198585598240,1,1,81444.47587101105,79298.49245177922
1364647366087403809,1,7,81039.1205078694,69434.74600795352
1368635821614525643,1,6,82376.44991901272,92644.6648703065
1368648383437916310,1,1,82376.44991901272,79298.49245177922
1377832923059903066,1,3,81679.70440719907,82621.70099012747
1379699859413237664,7,1,82074.19501257199,79298.49245177922
1380962370594749522,1,7,81183.84520321952,69434.74600795352
1382829534454032345,7,1,81075.37506741194,79298.49245177922
1385715509195499069,1,0,81428.95491741748,83109.41067712914
1387114378850828264,1,1,81198.14548641373,79298.49245177922
1389885607828963485,1,1,81703.77012578875,79298.49245177922
1394811243445482525,7,2,81643.55849237232,88099.52764773664
1395269098318536492,1,1,81916.19008122684,79298.49245177922
1400075890161845268,7,3,83134.91848506317,82621.70099012747
1400708258671251084,1,0,83321.44839934971,83109.41067712914
1401236653722021257,1,1,83217.96457370868,79298.49245177922
1404411859457035750,1,0,80718.43755351056,83109.41067712914
1404448451510586910,1,1,80852.7182572077,79298.49245177922
1405078374337581334,1,0,81458.631494979,83109.41067712914
1405787563688548883,1,1,81753.80562161998,79298.49245177922
1405946286287450031,7,1,81764.81628341248,79298.49245177922
1407405697773200982,7,7,81836.0691689049,75214.15224355509
1409860811222483843,1,6,82287.50369130612,92644.6648703065
1410718164519785502,1,0,81924.53520940126,83109.41067712914
141185236309213124,1,7,80913.30923823878,69434.74600795352
1414751606152167615,7,6,81642.52179740902,92644.6648703065
1415274408925640121,1,1,81559.82219661717,79298.49245177922
1416278477638614719,1,1,80619.16327076268,79298.49245177922
1419354839057038471,1,2,81784.3607652156,88099.52764773664
1432518504296468150,7,1,81892.58518636615,79298.49245177922
1435877564557012951,1,0,81129.5770126432,83109.41067712914
143620778860167232,1,6,81907.42224428452,92644.6648703065
1437959286938859386,1,0,82173.83362028332,83109.41067712914
1437969918229546366,1,0,82173.83362028332,83109.41067712914
1440198406831417758,1,0,82045.02621683724,83109.41067712914
1442246240574869187,1,1,82281.57219708334,79298.49245177922
1443196661695947486,1,3,81910.07864199372,82621.70099012747
144510415764152026,7,1,82101.63656163386,79298.49245177922
1448251469825515781,1,3,82123.56496994298,82621.70099012747
144858825658199154,1,0,81855.27540370131,83109.41067712914
1448618883257823284,1,0,82026.40097918028,83109.41067712914
1455406734324235174,7,0,81070.77898236501,83109.41067712914
1456159922209789941,1,0,80653.87167282251,83109.41067712914
1458575463379897371,1,3,81099.55765946204,82621.70099012747
146206268035953838,1,1,81588.86226971097,79298.49245177922
1462310992362977115,7,1,81448.79949910767,79298.49245177922
1462631094364743739,1,1,81509.75897649763,79298.49245177922
1462900288741887152,7,0,81310.60060865841,83109.41067712914
146349373354039130,1,7,81960.64167946352,69434.74600795352
1463737277041413876,1,1,81634.22858933402,79298.49245177922
1466387357519076668,1,0,83447.73854022824,83109.41067712914
1469112136497229420,1,4,81256.63024207186,96670.42493645004
1469891437001939430,1,0,81291.91747724947,83109.41067712914
1471369522643687852,1,7,81623.07196187931,69434.74600795352
1474374544316597063,1,4,82647.68829958646,96670.42493645004
1474838723237605457,1,1,82499.07979875365,79298.49245177922
1477883150977764521,1,8,82512.04005869711,92193.07473980954
1479681329485066994,1,0,82191.06261589189,83109.41067712914
148388802174309925,1,3,81718.23461704492,82621.70099012747
1484551776661218764,7,1,82190.22377930224,79298.49245177922
1485566267036074672,7,0,81640.97043993673,83109.41067712914
1485585519590186498,1,1,81640.97043993673,79298.49245177922
1485710806967558837,1,4,81475.5365538361,96670.42493645004
1490775021605137609,1,8,81313.97619650468,92193.07473980954
149145192403446337,7,1,81603.65309069263,79298.49245177922
1491766937226493605,7,3,81773.0199105652,82621.70099012747
1495680085352673226,1,1,81745.78019753587,79298.49245177922
1496724042025426431,1,1,82305.65899531102,79298.49245177922
1497128270570315821,1,3,82748.83390190148,82621.70099012747
1503622930668825341,1,3,82270.45898185427,82621.70099012747
1505582288748773676,1,1,82314.63763181274,79298.49245177922
1505707263781865790,7,0,81692.8623325853,83109.41067712914
1507725753842469617,1,7,80907.69039982859,69434.74600795352
1509545633114961619,1,7,81245.708197437,69434.74600795352
1513880118499895475,1,4,82036.71244544252,96670.42493645004
151719194698470862,1,7,81662.05616827564,69434.74600795352
1519771825716243940,1,1,81764.8383944491,79298.49245177922
1521407447410849866,1,1,81715.48689385067,79298.49245177922
1522064661862584327,7,0,81692.7086706283,83109.41067712914
1522174467525920419,1,1,81567.57665544953,79298.49245177922
1522517226455603717,1,6,81753.53461396074,92644.6648703065
1526533209361572178,1,1,81287.36288252872,79298.49245177922
1526589386802120877,1,1,81456.30800444157,79298.49245177922
1532920640971142763,1,4,81308.80193582087,96670.42493645004
1535179488604428892,1,1,80278.78065423026,79298.49245177922
1540895757038675521,1,1,81909.8266986617,79298.49245177922
1541360754262871055,1,1,81572.61229576297,79298.49245177922
1541943482926064403,1,7,82279.91289948128,69434.74600795352
1542252940507519186,1,3,81943.51780392742,82621.70099012747
1544952069069412264,1,6,82686.66205854857,92644.6648703065
1546380888258110620,7,7,82528.9804432163,75214.15224355509
1552048892636076688,7,1,81428.09141777155,79298.49245177922
1554217736630697432,1,7,81535.65025837896,69434.74600795352
1557657670234529677,7,1,80932.70579590429,79298.49245177922
1559985950264706026,1,7,80951.08986384314,69434.74600795352
1563149421968177217,1,2,80434.13494019702,88099.52764773664
1568239518763418505,1,1,80448.7144688663,79298.49245177922
1571815441379711120,1,1,82707.08737823158,79298.49245177922
1572073024204691574,1,0,82402.64037655278,83109.41067712914
15755635624013585,7,1,81312.60051897547,79298.49245177922
1578493458135285912,7,7,82273.4861232157,75214.15224355509
1579648092439095955,7,0,83040.36677852816,83109.41067712914
1582245318038800705,1,0,82006.06246889915,83109.41067712914
1585273182248364632,1,7,82383.45122523517,69434.74600795352
1586011569157541229,1,8,82452.9750264356,92193.07473980954
1586308550876044716,1,6,82494.96746270757,92644.6648703065
15864059592995091,1,0,81405.01782543972,83109.41067712914
158642282115857939,1,1,81955.66752887792,79298.49245177922
1587423418122753177,1,1,82514.23818488103,79298.49245177922
1592232433995993602,1,5,81642.3367724365,69066.32974824656
1593315082014178993,1,0,82233.43897645398,83109.41067712914
1594304834872461088,1,0,82171.78084251273,83109.41067712914
1595135091194264808,1,1,81380.72354796891,79298.49245177922
1595181852111961835,7,1,81418.71660081075,79298.49245177922
1598279014358140630,7,0,82342.48103902797,83109.41067712914
1609139111614355686,1,1,81841.32823884794,79298.49245177922
1609275904163020719,1,0,81973.46855982419,83109.41067712914
1609949567718682385,1,4,81449.52362477664,96670.42493645004
1610107188799256895,1,3,81266.20628228164,82621.70099012747
1610494654440971107,1,2,81305.28697713475,88099.52764773664
1610631182235861036,1,0,81107.69078466095,83109.41067712914
1610830018249632088,1,7,81138.45345677563,69434.74600795352
1619005863892213340,1,7,81278.76576220509,69434.74600795352
1620044022477258303,1,1,81473.46287732486,79298.49245177922
162252644031331242,1,4,81657.33306914856,94148.99835688827
1624621636247371157,1,4,81929.24018688711,96670.42493645004
1624675199747986180,1,3,82030.54872850559,82621.70099012747
1625527770358623312,7,0,81392.10588115045,83109.41067712914
1626122822972650492,1,1,81313.00113009298,79298.49245177922
1626240234331226893,1,7,81219.6845277385,69434.74600795352
1628314475685116126,1,3,82541.27776345421,82621.70099012747
1631312698088948141,1,1,81639.30756846457,79298.49245177922
1632976817520709726,1,1,81174.90853370473,79298.49245177922
1634650407908315198,1,1,81593.02484571897,79298.49245177922
1634912018741747313,1,0,81321.85991821648,83109.41067712914
1635806999972794207,1,0,82193.22552643255,83109.41067712914
1638155133101635232,1,1,82334.56155496805,79298.49245177922
1640419309626397644,7,0,81093.0669897348,83109.41067712914
1644684818861378247,1,6,81039.13445339967,92644.6648703065
1645117383971795261,1,0,81554.05170413158,83109.41067712914
1645448724794614846,7,0,81547.98884548456,83109.41067712914
1646244151176203402,1,0,82679.11821477147,83109.41067712914
1647303115721594711,1,6,81520.95664296101,92644.6648703065
1648484391049043683,1,1,80817.90494739087,79298.49245177922
1649462786324867670,1,1,81611.20170703549,79298.49245177922
1649470682218050050,1,6,81611.20170703549,92644.6648703065
165054203039707364,1,3,81451.20984854657,82621.70099012747
1651298545102448143,1,0,81790.97785702006,83109.41067712914
1652973856044692882,1,1,81906.75490806771,79298.49245177922
1654414320062233188,7,0,81068.84074295698,83109.41067712914
1654931404191930561,1,0,81061.0613883507,83109.41067712914
1656202871077543672,1,1,81131.45876148438,79298.49245177922
166111167582199775,1,0,82120.1396090127,83109.41067712914
1672980903727097060,1,1,82463.46143001848,79298.49245177922
1675618435344112751,1,3,81347.98293879315,82621.70099012747
167645149541424501,7,1,81806.02999636251,79298.49245177922
1676599343673733996,7,1,81408.84419543532,79298.49245177922
1677397424183807063,1,1,81138.92402062708,79298.49245177922
1678574764210748596,1,0,81529.83709383234,83109.41067712914
1680454818764604919,1,1,82221.6534916809,79298.49245177922
1683583979368839453,1,6,81386.320542535,92644.6648703065
1683636821685901692,1,1,81211.06424654709,79298.49245177922
1683915131500129075,1,1,81597.78426462431,79298.49245177922
1686771719211427260,1,1,82069.61955756576,79298.49245177922
1686829829798908901,1,1,81910.49684554017,79298.49245177922
1688759174245788636,7,1,82764.43249377116,79298.49245177922
1689253659802783461,7,3,81693.58388794091,82621.70099012747
1694964200543302757,1,1,81429.98620623426,79298.49245177922
1695017415660355067,1,0,81462.88926106981,83109.41067712914
1695705421328710963,1,8,81569.11142265445,92193.07473980954
169673203379774697,1,0,80844.79784375321,83109.41067712914
1697296672196475600,1,0,81817.01383959962,83109.41067712914
1698798402698483317,7,2,81780.60963504281,88099.52764773664
1705620787460316875,1,1,82823.12769804592,79298.49245177922
1706216513788387104,1,1,82218.51871178768,79298.49245177922
1706794130450981051,1,0,81745.2722079309,83109.41067712914
1713284802794931603,1,3,81881.64889396924,82621.70099012747
1713575180422828175,1,0,81988.04743359395,83109.41067712914
1717184228785145942,1,7,82637.8568340085,69434.74600795352
171749671026400972,1,1,80798.10643371494,79298.49245177922
1718964734813976566,1,1,81935.98211161821,79298.49245177922
1722479355356580286,7,6,81298.99924559996,92644.6648703065
1725593100682031672,1,1,80871.43969739455,79298.49245177922
1726159899784033460,1,3,81256.77972085612,82621.70099012747
1727911413674128214,1,1,81673.70598354925,79298.49245177922
173037676676551667,1,1,80597.05071770745,79298.49245177922
1739185427561011002,1,3,81604.38587386669,82621.70099012747
1744539208349624912,1,1,81723.60685539088,79298.49245177922
1747750927337388419,1,3,81574.56353337658,82621.70099012747
1749586132256864259,1,8,81378.67993450226,92193.07473980954
1750509480206635901,1,1,81718.0436266613,79298.49245177922
1753408082039589793,1,3,80412.89345854819,82621.70099012747
1755590351975453126,7,0,82631.96132018774,83109.41067712914
1757046249254925892,7,1,82125.3334137248,79298.49245177922
1760218743715819964,1,7,82757.15068916226,69434.74600795352
1762685240275022546,7,3,80851.17248171491,82621.70099012747
1767794950631940094,1,7,81681.94475313478,69434.74600795352
1771567713554989316,1,1,81516.00616475692,79298.49245177922
1772473992019353562,1,0,82247.23751283252,83109.41067712914
1773819382540812845,1,3,81547.31571349781,82621.70099012747
1773915170564860290,1,1,81643.53425711002,79298.49245177922
1775266247906490790,1,0,82221.36577944957,83109.41067712914
1775645446409162865,1,1,81898.5684645539,79298.49245177922
1775994821130557970,7,2,81785.43074463414,88099.52764773664
1777544475982403949,1,1,81194.55373172843,79298.49245177922
177763697089045655,1,7,81702.98328342655,69434.74600795352
1778869005371293300,1,1,81033.05392116317,79298.49245177922
1780314763292967611,1,6,81191.20806172203,92644.6648703065
178544424334431823,1,0,81512.61609751834,83109.41067712914
1789841881668483637,7,3,81913.76331584697,82621.70099012747
1792243691856810494,1,3,81770.73408676809,82621.70099012747
1797028790104146357,1,3,80592.4853808118,82621.70099012747
1798721392514212467,1,1,80453.7764666145,79298.49245177922
1806958712697643218,1,1,82802.64420568146,79298.49245177922
1808715223128678254,1,0,83089.30512916122,83109.41067712914
180882581523820142,1,3,80100.37002006665,82621.70099012747
1809952979724556615,1,8,82361.36860814528,92193.07473980954
181023401587164211,1,1,79892.32770448495,79298.49245177922
1810262579726032935,1,1,82055.1389522909,79298.49245177922
1811128871539049095,1,0,81803.8965506193,83109.41067712914
181115609249034320,7,1,79755.55935627014,79298.49245177922
1812435133471161757,7,1,81543.77311644836,79298.49245177922
181287554825540894,1,0,79789.74078698609,83109.41067712914
1814218044183734085,1,1,81516.00056294637,79298.49245177922
1814253183119314438,1,1,81399.39369418619,79298.49245177922
1815000393443032221,1,1,82168.27296406875,79298.49245177922
1816798674368617450,7,3,82534.5512950457,82621.70099012747
1820344257958020005,1,1,81542.26246161542,79298.49245177922
1820733784678210604,1,7,80839.8156417757,68334.57664233379
1821008560370062627,1,0,81065.9114245822,83109.41067712914
1824593565274236651,1,7,81989.09037409721,68334.57664233379
1825264557124125520,1,1,81903.6708315113,79298.49245177922
1825774139959189158,1,6,81848.60425822999,92644.6648703065
183111347855507794,1,0,80039.7478432108,83109.41067712914
1834561368570021624,7,1,81784.87539037422,79298.49245177922
1835003644552160312,1,7,81436.89822348337,68334.57664233379
1837369540178436993,1,1,81439.6500868713,79298.49245177922
1838102694588906615,1,0,81553.93059701743,83109.41067712914
1841885490735112196,1,1,82692.30211068636,79298.49245177922
1846994645265687363,1,1,80609.52859191295,79298.49245177922
1849524593912547491,1,1,82192.4953983573,79298.49245177922
185033006947686423,1,1,81172.3661314491,79298.49245177922
1850436611440695410,1,7,82051.79082501381,68334.57664233379
1853167224507825966,7,1,81984.84357618095,79298.49245177922
1859101250688735203,1,1,81518.19982697703,79298.49245177922
1860546415903202724,1,1,82369.79262035972,79298.49245177922
186555324177091329,1,1,80355.14989387755,79298.49245177922
1865851711293215371,1,2,81811.60765098919,88099.52764773664
1867340056699297275,1,1,82578.83259965574,79298.49245177922
1867584059231149081,1,4,82871.89267711234,96670.42493645004
1870804896905760683,7,0,81546.17246399232,83109.41067712914
1871001050608717391,1,3,81581.85160570848,82621.70099012747
1871261194571078086,1,1,81586.9745278783,79298.49245177922
187130177321836551,1,1,80346.0517962025,79298.49245177922
1874642765722919357,1,1,81568.70098990775,79298.49245177922
1875514346005174431,1,2,81639.144671373,88099.52764773664
1876386513784414676,1,1,81592.21315184911,79298.49245177922
1878961516364658634,1,7,81132.14243436289,68334.57664233379
1880522546893155366,7,4,81581.55522872266,96670.42493645004
1882496627338632707,1,1,81534.09952612166,79298.49245177922
188516562196778184,1,1,80879.97388331316,79298.49245177922
1885551454640573348,7,0,81026.01879415778,83109.41067712914
1886159544857142346,1,1,81258.58947956674,79298.49245177922
1886537567420518716,1,0,81666.7619454747,83109.41067712914
189182231789793800,7,1,81424.24348606053,79298.49245177922
1893934192028933519,1,0,80426.14003979151,83109.41067712914
1895948011655596570,7,1,81527.9943469307,79298.49245177922
1897932675661669069,1,1,81416.77199976903,79298.49245177922
1900997991292572675,1,1,81993.36547732796,79298.49245177922
1902282076631541809,7,6,81702.69915384513,92644.6648703065
1905340415333818186,1,0,80935.38358861905,83109.41067712914
1907213915645258710,1,0,80785.9804961109,83109.41067712914
1907244722970172707,1,1,80785.9804961109,79298.49245177922
1907428482514713520,1,7,80929.53064997176,68334.57664233379
1908676476331029933,1,1,81452.2449186786,79298.49245177922
1909009849978261715,7,3,81834.2582577186,82621.70099012747
1911435389118096555,1,6,82293.67555248593,92644.6648703065
1912745687044953427,1,0,82179.97752014194,83109.41067712914
1915831976831627490,1,1,80986.73016833203,79298.49245177922
1919376595089518233,1,7,81602.06380795431,68334.57664233379
1921886059474062861,1,1,80360.76988832015,79298.49245177922
1922121821362800543,1,0,80484.14133849044,83109.41067712914
1926368733138306231,1,1,82560.00780911282,79298.49245177922
1927816297074541225,1,0,82070.110318164,83109.41067712914
1929912659822471056,1,1,81408.53313148813,79298.49245177922
1933202129363510856,1,3,82004.29166622229,82621.70099012747
1935180956771536721,1,1,81107.20262727853,79298.49245177922
1939529505900488356,1,3,82541.26666712944,82621.70099012747
1941507818640752866,1,1,81011.94179253183,79298.49245177922
1943518436811267146,1,1,82158.90839475667,79298.49245177922
1944593511424495249,1,3,82279.79244121329,82621.70099012747
1947034606978197227,1,6,81483.21523123143,92644.6648703065
1947198327605580227,7,1,81647.42794126329,79298.49245177922
1952086342590680257,7,1,81746.74679559433,79298.49245177922
1952451214231788585,1,6,82286.76953187224,92644.6648703065
1952651058710283424,1,3,82483.88529673965,82621.70099012747
1954018303785113888,7,2,82373.28570912014,88099.52764773664
1955897163099581903,1,0,82550.64098019604,83109.41067712914
1956184428210106770,1,8,82781.11155499938,92193.07473980954
1960519924072160699,1,1,81935.77230479632,79298.49245177922
1962770279225367458,1,0,82472.63971221627,83109.41067712914
1966352499667822347,1,0,81773.73850998867,83109.41067712914
